Date,IVV US Equity  (L2),IEUR US Equity  (L1),MCHI US Equity  (R2),NAFTRAC MM Equity  (R1)
9/4/2017,,,,50.76
9/1/2017,249.57,48.3,62.12,51.07
8/31/2017,249.14,48.16,62,51.19
8/30/2017,247.73,47.8,61.76,51.17
8/29/2017,246.54,47.89,61.28,51.28
8/28/2017,246.23,48.1,61.27,51.22
8/25/2017,246.18,48.1,61.76,51.4
8/24/2017,245.69,47.745,61.56,51.48
8/23/2017,246.15,47.82,61.58,51.29
8/22/2017,247,47.82,61.2,51.35
8/21/2017,244.59,47.6,60.34,51.26
8/18/2017,244.25,47.55,59.67,51.07
8/17/2017,244.8,47.47,59.39,50.98
8/16/2017,248.6,48.03,60.41,51.14
8/15/2017,248.15,47.75,59.31,51.32
8/14/2017,248.17,47.89,59.39,51.15
8/11/2017,245.72,47.5,58.6,50.63
8/10/2017,245.47,47.57,58.7,50.88
8/9/2017,248.92,48.32,60.67,51.2
8/8/2017,248.97,48.3,60.81,51.28
8/7/2017,249.52,48.63,60.35,51.36
8/4/2017,249.06,48.65,59.6,51.31
8/3/2017,248.68,48.55,59.37,51.27
8/2/2017,249.12,48.54,59.34,51.2
8/1/2017,248.99,48.45,59.81,51.2
7/31/2017,248.46,48.19,59.41,51.04
7/28/2017,248.56,48.1,59.26,51.21
7/27/2017,248.91,47.97,58.74,51.25
7/26/2017,249.14,48.22,59.04,51.59
7/25/2017,249.07,47.82,58.44,51.92
7/24/2017,248.49,47.75,58.48,51.88
7/21/2017,248.55,47.87,58.14,51.76
7/20/2017,248.74,48.15,58.2,51.36
7/19/2017,248.62,47.94,58.44,51.28
7/18/2017,247.36,47.79,57.7,51.32
7/17/2017,247.15,47.79,57.4,51.55
7/14/2017,247.1,47.88,57.74,51.34
7/13/2017,246.03,47.53,56.94,51.18
7/12/2017,245.65,47.36,56.82,51.02
7/11/2017,243.82,46.93,55.65,50.64
7/10/2017,243.94,46.91,54.65,50.75
7/7/2017,243.71,46.8,54.31,50.21
7/6/2017,242.19,46.7,54.24,50.16
7/5/2017,244.39,46.87,54.95,50.45
7/4/2017,,,,50.16
7/3/2017,243.87,46.83,55.03,50.2
6/30/2017,243.41,46.87,54.69,50.01
6/29/2017,243.03,46.82,54.58,49.32
6/28/2017,245.1,47.34,55.33,49.49
6/27/2017,243.04,46.94,54.92,49.21
6/26/2017,246,46.85,55.47,49.36
6/23/2017,245.85,46.74,55.03,49.03
6/22/2017,245.6,46.57,54.93,49.07
6/21/2017,245.68,46.61,54.65,49.02
6/20/2017,245.78,46.61,54.31,49.11
6/19/2017,247.39,47.93,54.94,49.23
6/16/2017,245.18,47.76,53.9,49.35
6/15/2017,245.38,47.13,53.83,49.19
6/14/2017,245.84,47.73,54.39,49.34
6/13/2017,246.11,47.77,54.63,49.06
6/12/2017,244.91,47.45,54.59,49.16
6/9/2017,244.94,47.73,55.05,49.1
6/8/2017,245.32,47.87,55.8,49.12
6/7/2017,245.25,48.02,54.8,49.3
6/6/2017,244.85,48,54.63,49.25
6/5/2017,245.51,48.23,54.38,49.61
6/2/2017,245.67,48.51,54.47,49.33
6/1/2017,244.89,48.21,54.43,49.11
5/31/2017,242.9,47.92,53.77,48.81
5/30/2017,243.08,47.74,54.22,49.3
5/29/2017,,,,49.5
5/26/2017,243.23,47.78,54.19,49.66
5/25/2017,243.27,47.97,54.17,49.63
5/24/2017,242.12,48.05,53.54,49.7
5/23/2017,241.52,47.93,53.51,49.26
5/22/2017,241,47.99,53.85,49.15
5/19/2017,239.86,47.85,53.24,49.28
5/18/2017,238.19,47.23,52.48,48.54
5/17/2017,237.34,47.18,52.37,48.97
5/16/2017,241.59,47.79,53.17,49.67
5/15/2017,241.79,47.38,52.92,49.88
5/12/2017,240.57,47.12,52.41,49.66
5/11/2017,240.94,46.77,51.98,49.75
5/10/2017,241.38,46.97,52.08,50.12
5/9/2017,240.99,46.78,51.61,50.11
5/8/2017,241.17,46.83,50.69,49.68
5/5/2017,241.26,47.29,50.62,49.64
5/4/2017,240.23,46.72,50.45,49.17
5/3/2017,240.07,46.07,51.13,49.26
5/2/2017,240.31,46.23,51.34,49.76
5/1/2017,240.22,45.89,51.36,
4/28/2017,239.56,45.695,51.16,49.38
4/27/2017,240.09,45.73,51.13,49.56
4/26/2017,239.95,45.66,51.22,49.67
4/25/2017,240.05,45.83,51.31,49.9
4/24/2017,238.64,45.43,50.72,49.52
4/21/2017,236.13,43.89,50.34,49.1
4/20/2017,236.73,43.93,50.38,49.14
4/19/2017,234.94,43.61,49.6,48.85
4/18/2017,235.35,43.71,49.66,48.72
4/17/2017,236.06,43.88,50.35,48.98
4/13/2017,234.03,43.6,49.97,
4/12/2017,235.59,43.87,50.19,48.94
4/11/2017,236.55,43.89,50,49.63
4/10/2017,236.85,43.63,50.3,49.51
4/7/2017,236.68,43.65,50.39,49.31
4/6/2017,236.9,43.75,50.39,48.99
4/5/2017,236.28,43.65,50.4,49.17
4/4/2017,236.98,43.84,50.37,49.29
4/3/2017,236.87,43.85,50.35,48.83
3/31/2017,237.27,43.97,49.93,48.52
3/30/2017,237.73,43.87,50.28,48.83
3/29/2017,237.13,44.01,50.56,49
3/28/2017,236.78,44.1,50.57,49.29
3/27/2017,235.05,44.08,50.39,49.37
3/24/2017,235.39,43.87,50.58,49.16
3/23/2017,236.52,43.69,50.54,48.73
3/22/2017,236.78,43.56,50.43,48.55
3/21/2017,236.26,43.54,50.25,48.65
3/20/2017,239.2635,43.63,51,
3/17/2017,239.59,43.775,50.3,48.65
3/16/2017,240.08,43.71,50.42,48.12
3/15/2017,240.39,43.26,49.84,47.53
3/14/2017,238.44,42.7,49.11,47.15
3/13/2017,239.29,43.01,49.39,47.15
3/10/2017,239.15,42.88,48.6,47.18
3/9/2017,238.32,42.49,48.34,47.34
3/8/2017,238.09,42.19,48.81,47.6
3/7/2017,238.57,42.37,48.76,47.5
3/6/2017,239.27,42.55,48.6,47.95
3/3/2017,239.97,42.8,48.65,47.46
3/2/2017,239.83,42.45,48.43,47.33
3/1/2017,241.22,42.6,49.27,47.42
2/28/2017,238.03,42.17,48.71,46.86
2/27/2017,238.63,42.2,48.95,47.34
2/24/2017,238.26,42.1,49.08,47.06
2/23/2017,237.97,42.46,49.68,47.2
2/22/2017,237.78,42.3548,49.83,47.17
2/21/2017,237.92,42.38,49.41,47.57
2/20/2017,,,,47.03
2/17/2017,236.49,42.34,49.01,47.15
2/16/2017,236.22,42.51,49.24,47.26
2/15/2017,236.34,42.36,49.23,47.1
2/14/2017,235.14,42.18,48.66,47.37
2/13/2017,234.2,42.15,48.77,47.6
2/10/2017,232.91,42.04,48.53,47.76
2/9/2017,232,41.96,48.37,47.15
2/8/2017,230.65,41.84,47.96,46.87
2/7/2017,230.37,41.75,47.27,46.69
2/6/2017,230.38,41.75,47.29,
2/3/2017,230.79,42.14,47.11,47.19
2/2/2017,229.13,42.02,47.1,47.07
2/1/2017,229.05,42.045,47.02,46.98
1/31/2017,228.93,41.91,47.01,46.97
1/30/2017,229.03,41.69,46.95,47.04
1/27/2017,230.4,42.04,47.14,47.4
1/26/2017,230.75,42.05,47.28,47.54
1/25/2017,230.82,42.33,47.28,48.27
1/24/2017,228.96,41.85,46.97,48.18
1/23/2017,227.57,41.75,46.5,47.14
1/20/2017,228.1,41.62,46.13,46.33
1/19/2017,227.35,41.42,46.19,46.27
1/18/2017,228.08,41.48,46.41,46.36
1/17/2017,227.64,41.62,46.22,46.01
1/16/2017,,,,45.79
1/13/2017,228.39,41.6235,46.31,46.2
1/12/2017,227.97,41.43,46.17,46.07
1/11/2017,228.41,41.38,46.37,45.95
1/10/2017,227.8,41.18,46.2,45.91
1/9/2017,227.9,41.15,45.51,45.55
1/6/2017,228.64,41.32,45.34,46.08
1/5/2017,227.74,41.56,45.61,46.75
1/4/2017,227.95,41.14,44.77,46.59
1/3/2017,226.58,40.88,44.19,46.12
1/2/2017,,,,45.62
12/30/2016,224.99,40.69,43.73,45.63
12/29/2016,225.75,40.5425,43.84,45.93
12/28/2016,225.77,40.25,43.29,45.6
12/27/2016,227.64,40.5,42.97,45.29
12/26/2016,,,,45.13
12/23/2016,227,40.36,42.8,45.14
12/22/2016,226.85,40.25,42.89,45
12/21/2016,227.18,40.34,43.36,44.99
12/20/2016,229.05,40.59,43.91,44.91
12/19/2016,228.15,40.44,43.89,44.86
12/16/2016,227.73,40.57,44.01,45.08
12/15/2016,228.08,40.42,44.41,45.87
12/14/2016,227.32,40.45,44.92,46.18
12/13/2016,229.05,41.04,45.8,46.81
12/12/2016,227.57,40.62,45.27,
12/9/2016,227.85,40.67,46.21,46.86
12/8/2016,226.41,40.41,46.51,46.31
12/7/2016,225.87,40.7,46.52,45.57
12/6/2016,222.99,40.11,45.92,45.04
12/5/2016,222.19,39.81,45.95,44.88
12/2/2016,220.91,39.22,45.89,44.52
12/1/2016,220.73,39.0721,46.22,44.84
11/30/2016,221.53,39.16,46.62,45.35
11/29/2016,222.19,39.16,46.67,45.33
11/28/2016,221.83,38.8529,46.39,45.45
11/25/2016,222.81,39.1801,46.23,45.29
11/24/2016,,,,45.34
11/23/2016,222,38.93,45.86,45.3
11/22/2016,221.76,39.23,46.11,44.97
11/21/2016,221.39,39.17,45.64,
11/18/2016,219.79,38.83,45.33,44.47
11/17/2016,220.23,39.2,45.37,45.01
11/16/2016,219.24,39,45.04,45.04
11/15/2016,219.52,39.44,45.5,45.1
11/14/2016,217.79,39.18,44.61,45.37
11/11/2016,217.73,39.48,45.28,45
11/10/2016,218.12,39.85,45.75,45.32
11/9/2016,217.69,40.07,46.41,47.42
11/8/2016,215.31,39.88,47.58,48.48
11/7/2016,214.32,39.8,47.3,48.07
11/4/2016,209.67,39.22,45.85,46.71
11/3/2016,210.02,39.61,46.24,46.67
11/2/2016,210.9,39.67,46.3,
11/1/2016,212.23,39.9,47.07,47.29
10/31/2016,213.69,40.01,47.07,48
10/28/2016,213.75,40.05,47.1,47.99
10/27/2016,214.38,40.06,47.52,48.05
10/26/2016,214.97,40.09,47.94,47.75
10/25/2016,215.42,40.23,48.4,48.05
10/24/2016,216.11,40.36,48.59,48.38
10/21/2016,215.16,40.45,48.37,48.35
10/20/2016,215.06,40.59,48.25,48.22
10/19/2016,215.43,40.56,48.41,48.44
10/18/2016,214.9,40.51,48.26,48.04
10/17/2016,213.58,40,47.57,47.59
10/14/2016,214.29,40.21,47.84,47.64
10/13/2016,214.27,40.08,47.63,47.69
10/12/2016,214.93,40.27,48.38,47.86
10/11/2016,214.66,40.38,48.36,47.95
10/10/2016,217.34,40.993,49.76,48.2
10/7/2016,216.25,40.94,48.98,47.55
10/6/2016,217.1,41.25,49.44,47.88
10/5/2016,216.89,41.54,49.46,48.09
10/4/2016,215.94,41.33,48.44,47.86
10/3/2016,216.89,41.33,48.61,47.56
9/30/2016,217.56,41.37,48.5,47.21
9/29/2016,215.94,40.91,48.41,47.6
9/28/2016,217.9,41.52,49.05,47.97
9/27/2016,216.76,41.07,48.72,47.66
9/26/2016,215.45,41.07,48.09,47.28
9/23/2016,218.35,41.4603,49.08,47.75
9/22/2016,219.5,41.7999,49.885,47.98
9/21/2016,218.16,41.28,49.4,46.96
9/20/2016,215.75,40.8,48.09,46.35
9/19/2016,215.73,40.72,48.07,45.91
9/16/2016,215.62,40.5,48.21,
9/15/2016,216.52,41.15,48.32,45.94
9/14/2016,214.35,40.7791,47.55,45.8
9/13/2016,214.47,40.84,47.43,46.18
9/12/2016,217.63,41.61,48.36,46.73
9/9/2016,214.54,41.24,48.03,46.52
9/8/2016,219.81,42.18,49.26,47.45
9/7/2016,220.33,42.16,48.91,47.42
9/6/2016,220.37,42.15,49.13,47.62
9/5/2016,,,,47.86
9/2/2016,219.63,41.92,47.92,47.82
9/1/2016,218.67,41.335,47.1,47.6
8/31/2016,218.65,41,46.76,47.73
8/30/2016,219.26,41.15,47.23,47.73
8/29/2016,219.6,41.21,46.84,47.66
8/26/2016,218.56,41.1,46.58,47.45
8/25/2016,218.95,41.27,46.63,47.76
8/24/2016,219.17,41.46,46.64,47.78
8/23/2016,220.21,41.56,46.85,47.65
8/22/2016,219.75,41.34,46.94,48.3
8/19/2016,219.82,41.34,47.37,48.3
8/18/2016,220.16,41.68,47.46,48.4
8/17/2016,219.65,41.31,47.17,48.25
8/16/2016,219.25,41.3701,47.25,48.29
8/15/2016,220.37,41.36,47.38,48.6
8/12/2016,219.71,41.3,46.56,48.3
8/11/2016,219.89,41.33,46.18,48.16
8/10/2016,218.88,41.04,45.23,47.64
8/9/2016,219.42,40.85,45.3,47.49
8/8/2016,219.28,40.46,45.02,47.2
8/5/2016,219.4,40.46,44.75,47.09
8/4/2016,217.67,40.3,44.05,46.76
8/3/2016,217.47,40.13,43.91,46.67
8/2/2016,216.83,40.34,43.83,46.4
8/1/2016,218.12,40.44,44.04,46.58
7/29/2016,218.37,40.82,44.02,46.52
7/28/2016,218.04,40.51,44.22,46.69
7/27/2016,217.78,40.45,44.36,46.6
7/26/2016,218,40.21,44.47,46.78
7/25/2016,217.91,40.05,43.96,46.99
7/22/2016,218.47,39.99,44.29,47.47
7/21/2016,217.52,39.97,44.02,47.24
7/20/2016,218.31,40.08,44.1,47.47
7/19/2016,217.39,39.7101,43.55,46.91
7/18/2016,217.63,40.03,44.23,46.85
7/15/2016,217.03,40.05,43.83,46.62
7/14/2016,217.35,40.24,43.93,46.36
7/13/2016,216.16,39.87,43.31,46.16
7/12/2016,216.18,39.87,43.56,46.32
7/11/2016,214.67,39.26,42.925,46.07
7/8/2016,213.86,38.6812,42.34,45.63
7/7/2016,210.66,38.1,41.7,45.3
7/6/2016,210.84,38.27,41.78,45.18
7/5/2016,209.64,38.34,41.84,45.73
7/4/2016,,,,46.08
7/1/2016,211.13,39.65,42.7,46.16
6/30/2016,210.5,39.49,42.39,45.86
6/29/2016,207.8,38.73,41.77,45.43
6/28/2016,204.38,37.9,40.99,44.71
6/27/2016,200.63,36.76,40,44.35
6/24/2016,204.49,37.79,40.38,44.96
6/23/2016,212,42.47,42.61,46.24
6/22/2016,209.27,41.15,41.67,45.85
6/21/2016,209.62,42.04,41.78,45.71
6/20/2016,210.04,41.66,41.44,45.8
6/17/2016,208.66,40.6,40.78,45.36
6/16/2016,209.45,39.94,41.1,45.28
6/15/2016,208.77,39.79,41.15,45.06
6/14/2016,209.14,39.59,40.94,44.62
6/13/2016,209.52,40.35,40.81,45
6/10/2016,211.19,40.99,41.57,45.26
6/9/2016,213.2,42.338,42.63,45.79
6/8/2016,213.45,42.97,42.89,46.27
6/7/2016,212.77,42.88,42.99,46.13
6/6/2016,212.52,42.5,42.69,45.96
6/3/2016,211.35,42.42,42.12,45.96
6/2/2016,212.06,42.23,42.135,45.57
6/1/2016,211.37,42.08,41.78,45.6
5/31/2016,210.97,42.21,42.25,45.49
5/30/2016,,,,46.12
5/27/2016,211.3,42.48,41.51,46.17
5/26/2016,210.43,42.58,41.12,46.09
5/25/2016,210.35,42.4,41.1,45.92
5/24/2016,208.94,41.99,40.7,45.75
5/23/2016,206.26,41.24,39.95,45.44
5/20/2016,206.54,41.33,40,45.35
5/19/2016,205.29,41.02,39.52,45.23
5/18/2016,206.02,41.2237,39.87,45.73
5/17/2016,206,41.1225,40.22,46.08
5/16/2016,207.83,41.3748,40.37,46.02
5/13/2016,205.75,40.92,39.39,45.63
5/12/2016,207.67,41.33,40.01,45.87
5/11/2016,207.57,41.44,40.2,45.71
5/10/2016,209.52,41.6699,40.68,45.88
5/9/2016,207.01,41.2717,39.99,45.44
5/6/2016,206.81,41.29,40.64,45.38
5/5/2016,206.01,41.2,40.81,45.31
5/4/2016,206.07,41.4099,40.68,45.5
5/3/2016,207.25,41.91,41.12,45.82
5/2/2016,209.08,42.6892,42.1,45.89
4/29/2016,207.46,42.4,42.27,45.91
4/28/2016,208.58,42.39,42.8,45.64
4/27/2016,210.4,42.7,43.19,46.04
4/26/2016,210.01,42.4,43.02,45.52
4/25/2016,209.66,42.1599,42.93,45.65
4/22/2016,210.03,42.3,43.28,45.72
4/21/2016,210.06,42.34,43.47,45.64
4/20/2016,211.11,42.71,43.8,45.67
4/19/2016,210.95,42.72,44.24,45.8
4/18/2016,210.31,41.94,43.79,45.06
4/15/2016,208.79,41.57,43.47,45.55
4/14/2016,209.12,41.64,44.03,45.43
4/13/2016,209.1,41.71,44.1,45.43
4/12/2016,207.02,41.12,42.62,45.11
4/11/2016,205,40.75,42.03,44.77
4/8/2016,205.58,40.67,41.57,44.89
4/7/2016,204.97,39.96,41.19,45.06
4/6/2016,207.48,40.5801,41.9,45.33
4/5/2016,205.26,40.01,41,45.21
4/4/2016,207.29,40.81,41.87,45.7
4/1/2016,207.97,40.77,42.36,46.06
3/31/2016,206.65,41.08,42.51,45.89
3/30/2016,207.13,41.35,42.57,46.21
3/29/2016,206.26,40.93,42.06,45.89
3/28/2016,204.31,40.42,41.55,45.62
3/24/2016,204.18,40.24,41.24,
3/23/2016,204.3,40.58,41.44,45.66
3/22/2016,206.75,40.94,42.08,45.68
3/21/2016,206.87,41.15,42.38,
3/18/2016,206.57,41.38,42.15,45.53
3/17/2016,205.81,41.4262,41.76,45.51
3/16/2016,204.52,41,41.49,44.81
3/15/2016,203.22,40.54,41.04,44.3
3/14/2016,203.56,40.96,41.33,44.74
3/11/2016,203.84,41.02,41.31,44.82
3/10/2016,200.52,39.98,39.91,44.4
3/9/2016,200.41,39.91,40.23,44.53
3/8/2016,199.38,39.9,40.08,44.56
3/7/2016,201.68,40.26,40.995,45.01
3/4/2016,201.48,40.31,41.41,44.92
3/3/2016,200.78,40.02,40.32,44.8
3/2/2016,200.07,39.64,40.34,44.67
3/1/2016,199.19,39.64,39.68,44.26
2/29/2016,194.51,38.51,38.35,43.74
2/26/2016,196.15,38.72,38.43,43.49
2/25/2016,196.5,38.75,38.39,43.47
2/24/2016,194.22,38.21,38.55,43.21
2/23/2016,193.34,38.44,38.49,43.24
2/22/2016,195.72,39.06,39.55,43.56
2/19/2016,192.93,38.88,38.54,43.38
2/18/2016,193.05,38.885,38.3,43.57
2/17/2016,193.83,39.13,38.66,43.62
2/16/2016,190.67,38.32,38.035,43.1
2/15/2016,,,,43.15
2/12/2016,187.55,37.68,36.56,42.44
2/11/2016,183.83,37.03,35.7,42.36
2/10/2016,186.15,37.52,36.34,42.58
2/9/2016,186.24,37.27,36.05,42.43
2/8/2016,186.31,37.62,36.58,42.78
2/5/2016,188.85,38.68,37.37,43.22
2/4/2016,192.53,39.22,37.74,43.73
2/3/2016,192.11,39.21,38.11,43.26
2/2/2016,191.09,38.63,37.57,43.11
2/1/2016,194.6,39.71,38.63,
1/29/2016,194.62,39.72,39.28,43.6
1/28/2016,190.11,39.17,38.17,42.39
1/27/2016,189.08,38.95,37.82,42.11
1/26/2016,191.13,39.32,38.41,41.91
1/25/2016,188.57,38.55,38.15,41.47
1/22/2016,191.49,39.01,38.95,41.63
1/21/2016,187.62,37.97,37.72,41.17
1/20/2016,186.65,37.57,37.54,40.84
1/19/2016,188.84,38.43,38.66,40.79
1/18/2016,,,,40.62
1/15/2016,188.74,38.1,37.8,40.92
1/14/2016,192.8,39.54,39.57,41.35
1/13/2016,189.79,39.13,39.06,41.04
1/12/2016,194.52,39.9,39.92,41
1/11/2016,193.03,39.52,39.81,40.75
1/8/2016,192.83,39.46,39.98,40.25
1/7/2016,194.99,39.8805,40.58,40.64
1/6/2016,199.77,40.56,42.31,41.69
1/5/2016,202.42,41.28,43.03,42.07
1/4/2016,202,41.55,43.07,42.13
12/31/2015,204.87,42.24,44.62,43.05
12/30/2015,206.97,42.83,44.76,42.99
12/29/2015,208.51,43.1,45.3,43.38
12/28/2015,206.34,42.75,45.21,43.39
12/24/2015,206.83,42.86,45.81,43.53
12/23/2015,208.44,42.84,45.95,43.61
12/22/2015,205.85,42.09,45.28,43.36
12/21/2015,203.96,41.7,45.15,43.18
12/18/2015,202.22,41.89,45.35,43.01
12/17/2015,206.08,42.33,45.12,43.57
12/16/2015,209.17,42.91,45.69,43.45
12/15/2015,206.19,42.12,44.94,42.97
12/14/2015,204.18,41.74,44.2,41.95
12/11/2015,202.89,41.86,43.66,42.03
12/10/2015,207.01,42.6217,44.92,42.49
12/9/2015,206.49,42.73,45.21,42.45
12/8/2015,208.13,42.8199,45.62,42.3
12/7/2015,209.5,43.53,46.27,42.71
12/4/2015,210.8,43.82,46.75,43.02
12/3/2015,206.76,43.34,46.26,43.06
12/2/2015,209.74,43.49,46.56,43.44
12/1/2015,211.93,43.82,46.95,44.01
11/30/2015,209.87,43.73,46.75,43.51
11/27/2015,210.71,43.59,46.26,44.22
11/26/2015,,,,44.41
11/25/2015,210.53,43.39,47.48,44.15
11/24/2015,210.52,43.12,47.64,44.75
11/23/2015,210.22,43.2,47.63,44.96
11/20/2015,210.62,43.51,48.02,45.08
11/19/2015,209.67,43.84,47.3,44.8
11/18/2015,209.87,43.61,47.21,44.63
11/17/2015,206.55,43,46.75,44.33
11/16/2015,206.82,43.02,46.99,
11/13/2015,203.67,42.47,46.2,43.76
11/12/2015,205.97,42.81,46.99,44.24
11/11/2015,208.91,43.38,47.04,44.5
11/10/2015,209.72,43.07,46.96,44.51
11/9/2015,209.21,43.3,47.26,44.55
11/6/2015,211.24,43.77,48.27,45.31
11/5/2015,211.32,43.95,48.58,45.28
11/4/2015,211.58,44.15,48.35,45.46
11/3/2015,212.13,44.36,47.83,45.42
11/2/2015,211.6,44.47,47.76,
10/30/2015,209.05,43.88,47.3,44.62
10/29/2015,210,44.21,47.45,44.65
10/28/2015,210.11,44.26,47.96,44.77
10/27/2015,207.78,43.98,48.53,44.69
10/26/2015,208.18,44.42,48.9,45.05
10/23/2015,208.66,44.72,49.89,45
10/22/2015,206.34,44.23,49.01,44.64
10/21/2015,203,43.83,47.89,44.43
10/20/2015,204.19,44.08,48.5,44.65
10/19/2015,204.49,44.06,48.49,44.52
10/16/2015,204.33,44.27,48.92,44.36
10/15/2015,203.43,44.32,48.82,44.09
10/14/2015,200.36,43.68,47.11,44.09
10/13/2015,201.37,43.53,47.04,44.32
10/12/2015,202.68,44.01,47.61,44.31
10/9/2015,202.5,44.17,47.54,44.38
10/8/2015,202.35,44.16,47.86,44.1
10/7/2015,200.51,43.7,47.51,43.84
10/6/2015,198.87,43.5,45.84,43.56
10/5/2015,199.62,43.12,46.46,43.57
10/2/2015,196.07,42.48,45.84,42.75
10/1/2015,193.24,41.7,44.11,42.7
9/30/2015,192.71,41.64,43.81,42.62
9/29/2015,189.04,40.98,42.72,42.14
9/28/2015,189.01,40.8101,42.63,41.94
9/25/2015,193.85,41.59,43.66,42.44
9/24/2015,195.06,41.38,43.85,42.72
9/23/2015,195.76,41.39,44.07,43.18
9/22/2015,196.09,41.57,44.8,43.37
9/21/2015,198.59,42.9,45.54,43.62
9/18/2015,197.55,42.87,44.75,43.54
9/17/2015,200.9,44.2091,45.66,43.77
9/16/2015,201.41,43.82,46.31,
9/15/2015,199.62,43.2,44.97,43.26
9/14/2015,197.15,42.93,44.45,42.81
9/11/2015,197.92,43.58,44.9,42.8
9/10/2015,196.96,43.47,44.58,42.9
9/9/2015,195.91,42.99,44.4,42.77
9/8/2015,198.67,43.1505,44.41,43.11
9/7/2015,,,,42.77
9/4/2015,193.66,42.06,41.67,42.78
9/3/2015,196.71,42.99,42.86,43.3
9/2/2015,196.54,42.82,42.61,42.99
9/1/2015,192.73,42.12,42.07,42.92
8/31/2015,198.75,43.34,44.1,43.61
8/28/2015,200.48,43.4,44.67,43.3
8/27/2015,200.49,43.52,45.86,43.46
8/26/2015,195.68,43.25,43.74,42.34
8/25/2015,188.28,42.99,42.64,42.06
8/24/2015,190.52,42.26,41.38,41.59
8/21/2015,198.81,43.26,44.57,42.3
8/20/2015,205.12,44.29,45.97,43.11
8/19/2015,209.57,45.35,47.38,43.49
8/18/2015,211.27,45.63,48.43,43.92
8/17/2015,211.87,45.87,49.51,44.01
8/14/2015,210.63,46.1,49.73,43.78
8/13/2015,209.91,46,49.54,43.91
8/12/2015,210.12,46.06,49.35,44.11
8/11/2015,209.92,46.34,50.32,44.45
8/10/2015,211.83,46.94,50.95,45.37
8/7/2015,209.18,46.33,49.81,44.9
8/6/2015,209.69,46.47,49.3,44.97
8/5/2015,211.39,46.632,49.86,44.97
8/4/2015,210.6,46.32,49.5,45.21
8/3/2015,211.04,46.38,49.26,44.92
7/31/2015,211.76,46.43,50.04,44.75
7/30/2015,212.06,46.06,50.13,44.39
7/29/2015,211.99,46.27,50.82,44.47
7/28/2015,210.58,46.12,50.14,44.24
7/27/2015,207.99,45.43,49.27,43.78
7/24/2015,209.25,45.8,51.56,44.33
7/23/2015,211.47,46.325,52.14,44.92
7/22/2015,212.62,46.53,52.15,44.73
7/21/2015,213.03,46.745,52.82,45.47
7/20/2015,213.86,46.93,52.53,45.64
7/17/2015,213.78,46.72,52.76,45.4
7/16/2015,213.55,46.94,52.27,45.43
7/15/2015,211.89,46.52,51.28,45.18
7/14/2015,211.97,46.66,52.51,45.2
7/13/2015,211.09,46.35,52.55,45
7/10/2015,208.79,46.1701,52.28,44.94
7/9/2015,206.16,44.5,49.72,44.57
7/8/2015,205.79,43.81,47.34,44.52
7/7/2015,209.32,44.34,50.72,45.03
7/6/2015,208.04,44.43,52.86,44.8
7/3/2015,,,,45.14
7/2/2015,208.59,45.57,55.67,45.2
7/1/2015,208.84,45.6,55.64,44.96
6/30/2015,207.22,45.32,56.04,45.04
6/29/2015,206.73,45.49,54.82,44.69
6/26/2015,211.17,47.15,56.42,45.58
6/25/2015,211.11,47.04,57.92,45.41
6/24/2015,211.78,48.04,59.44,45.46
6/23/2015,214.47,48.41,59.34,45.52
6/22/2015,214.37,48.39,57.95,45.3
6/19/2015,212.85,47.44,57.26,45.04
6/18/2015,214.12,47.59,57.81,45.18
6/17/2015,211.99,46.98,57.53,44.83
6/16/2015,211.7,47.07,57.26,44.75
6/15/2015,210.53,46.99,58.04,44.44
6/12/2015,211.41,47.4,59.63,44.72
6/11/2015,213.03,47.85,59.14,44.65
6/10/2015,212.31,47.89,58.77,44.6
6/9/2015,209.82,46.85,59.21,44.56
6/8/2015,209.89,46.82,60.07,44.58
6/5/2015,211.19,46.94,59.94,44.6
6/4/2015,211.66,47.48,60.35,44.6
6/3/2015,213.38,48.13,60.89,44.77
6/2/2015,212.78,47.68,60.41,44.95
6/1/2015,212.95,47.2429,60.51,44.81
5/29/2015,212.58,47.69,59.85,44.76
5/28/2015,213.88,48.33,60.77,44.86
5/27/2015,214.16,48.23,63,44.71
5/26/2015,212.13,47.65,63.06,44.44
5/25/2015,,,,45.01
5/22/2015,214.46,48.42,62.8,44.99
5/21/2015,214.91,49.05,61.04,45.25
5/20/2015,214.29,48.77,61.29,45.41
5/19/2015,214.5,48.58,61.75,45.44
5/18/2015,214.54,48.67,61.09,45.54
5/15/2015,213.91,49.065,61.79,45.47
5/14/2015,213.69,49,60.75,45.42
5/13/2015,211.43,48.24,60.32,45.18
5/12/2015,211.35,48.03,60.87,45.07
5/11/2015,212,48.11,61.18,45.31
5/8/2015,213.03,48.25,61.58,45.23
5/7/2015,210.29,47.23,60.18,44.87
5/6/2015,209.47,47.25,60.51,44.96
5/5/2015,210.34,47.05,61.84,45.18
5/4/2015,212.8,47.73,63.78,45.34
5/1/2015,212.12,47.75,63.26,
4/30/2015,209.85,47.55,62.68,44.63
4/29/2015,211.99,47.56,63.59,45.02
4/28/2015,212.82,47.91,64.43,45.37
4/27/2015,212.24,47.88,64.4,45.52
4/24/2015,213.08,47.58,63.54,45.92
4/23/2015,212.61,47.405,63.53,45.53
4/22/2015,212.08,47.1,64.07,45.29
4/21/2015,211.06,47.17,62.89,45.33
